,0,1,2,3,4,5,6,7,8,9
216,0.0,436.0,63.0,1467.0,528.0,0.0,6.0,0.0,0.0,1.0
217,463.0,0.0,1543.0,342.0,127.0,0.0,25.0,0.0,0.0,1.0
218,495.0,0.0,1453.0,0.0,485.0,67.0,0.0,0.0,0.0,1.0
219,686.0,0.0,1355.0,0.0,452.0,0.0,7.0,0.0,0.0,1.0
220,191.0,959.0,204.0,0.0,478.0,481.0,182.0,0.0,5.0,1.0
221,1994.0,0.0,0.0,482.0,0.0,0.0,15.0,0.0,9.0,1.0
222,151.0,0.0,462.0,937.0,950.0,0.0,0.0,0.0,0.0,1.0
223,0.0,0.0,363.0,353.0,1784.0,0.0,0.0,0.0,0.0,1.0
224,0.0,649.0,0.0,9.0,1842.0,0.0,0.0,0.0,0.0,1.0
225,210.0,1614.0,93.0,51.0,0.0,0.0,532.0,0.0,0.0,1.0
226,1212.0,1206.0,10.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0
227,0.0,1044.0,0.0,1314.0,0.0,0.0,142.0,0.0,0.0,1.0
228,0.0,0.0,5.0,108.0,917.0,1470.0,0.0,0.0,0.0,1.0
229,465.0,0.0,106.0,583.0,55.0,0.0,1291.0,0.0,0.0,1.0
230,0.0,0.0,2.0,110.0,2143.0,245.0,0.0,0.0,0.0,1.0
231,346.0,0.0,0.0,806.0,1322.0,26.0,0.0,0.0,0.0,1.0
232,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,1.0
233,2298.0,0.0,48.0,154.0,0.0,0.0,0.0,0.0,0.0,1.0
234,0.0,0.0,0.0,443.0,2057.0,0.0,0.0,0.0,0.0,1.0
235,0.0,1971.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236,0.0,0.0,0.0,1620.0,543.0,337.0,0.0,0.0,0.0,1.0
237,866.0,0.0,0.0,0.0,511.0,1123.0,0.0,0.0,0.0,1.0
238,600.0,232.0,336.0,1332.0,0.0,0.0,0.0,0.0,0.0,1.0
239,1644.0,0.0,0.0,826.0,0.0,0.0,0.0,0.0,30.0,1.0
240,140.0,0.0,112.0,0.0,1872.0,376.0,0.0,0.0,0.0,1.0
241,1524.0,17.0,0.0,575.0,0.0,0.0,384.0,0.0,0.0,1.0
242,294.0,35.0,285.0,1886.0,0.0,0.0,0.0,0.0,0.0,1.0
243,0.0,957.0,0.0,188.0,1284.0,71.0,0.0,0.0,0.0,1.0
244,242.0,0.0,458.0,0.0,1800.0,0.0,0.0,0.0,0.0,1.0
245,0.0,457.0,461.0,1049.0,533.0,0.0,0.0,0.0,0.0,1.0
246,0.0,863.0,119.0,746.0,51.0,406.0,315.0,0.0,0.0,1.0
247,0.0,0.0,650.0,1731.0,0.0,3.0,112.0,4.0,0.0,1.0
248,0.0,0.0,0.0,1724.0,632.0,144.0,0.0,0.0,0.0,1.0
249,876.0,0.0,0.0,386.0,1238.0,0.0,0.0,0.0,0.0,1.0
250,1502.0,0.0,88.0,150.0,17.0,561.0,69.0,0.0,113.0,1.0
251,0.0,0.0,811.0,99.0,1590.0,0.0,0.0,0.0,0.0,1.0
252,0.0,0.0,0.0,84.0,656.0,0.0,0.0,0.0,1760.0,1.0
253,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
254,336.0,0.0,20.0,1188.0,952.0,0.0,0.0,0.0,4.0,1.0
255,0.0,170.0,540.0,568.0,1222.0,0.0,0.0,0.0,0.0,1.0
256,0.0,302.0,0.0,1863.0,0.0,3.0,172.0,0.0,160.0,1.0
257,380.0,0.0,1679.0,17.0,0.0,424.0,0.0,0.0,0.0,1.0
258,46.0,138.0,754.0,1562.0,0.0,0.0,0.0,0.0,0.0,1.0
259,0.0,1079.0,0.0,409.0,1012.0,0.0,0.0,0.0,0.0,1.0
260,558.0,244.0,1545.0,0.0,28.0,0.0,73.0,0.0,52.0,1.0
261,0.0,2408.0,0.0,0.0,0.0,14.0,25.0,53.0,0.0,1.0
262,0.0,0.0,6.0,2357.0,0.0,3.0,134.0,0.0,0.0,1.0
263,0.0,1009.0,100.0,238.0,1153.0,0.0,0.0,0.0,0.0,1.0
264,0.0,323.0,0.0,1113.0,1064.0,0.0,0.0,0.0,0.0,1.0
265,0.0,13.0,2.0,1530.0,824.0,0.0,131.0,0.0,0.0,1.0
266,1244.0,14.0,37.0,0.0,584.0,0.0,621.0,0.0,0.0,1.0
267,0.0,37.0,0.0,50.0,2413.0,0.0,0.0,0.0,0.0,1.0
268,2210.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,15.0,1.0
269,0.0,193.0,204.0,851.0,1252.0,0.0,0.0,0.0,0.0,1.0
270,0.0,0.0,421.0,1776.0,3.0,222.0,0.0,78.0,0.0,1.0
271,0.0,1300.0,229.0,389.0,481.0,0.0,0.0,0.0,101.0,1.0
272,0.0,354.0,0.0,1930.0,7.0,94.0,115.0,0.0,0.0,1.0
273,187.0,0.0,664.0,97.0,408.0,981.0,151.0,0.0,12.0,1.0
274,0.0,0.0,400.0,0.0,224.0,1099.0,0.0,0.0,777.0,1.0
275,0.0,1214.0,273.0,0.0,0.0,0.0,1013.0,0.0,0.0,1.0
276,426.0,0.0,17.0,498.0,0.0,71.0,1488.0,0.0,0.0,1.0
277,0.0,241.0,123.0,1812.0,214.0,0.0,0.0,0.0,110.0,1.0
278,0.0,0.0,496.0,68.0,0.0,1.0,1910.0,25.0,0.0,1.0
279,0.0,1400.0,1067.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0
280,2077.0,283.0,25.0,53.0,0.0,0.0,43.0,0.0,19.0,1.0
281,0.0,0.0,0.0,0.0,549.0,1289.0,662.0,0.0,0.0,1.0
282,92.0,1624.0,164.0,420.0,200.0,0.0,0.0,0.0,0.0,1.0
283,0.0,1521.0,459.0,113.0,407.0,0.0,0.0,0.0,0.0,1.0
284,0.0,0.0,0.0,696.0,1804.0,0.0,0.0,0.0,0.0,1.0
285,1203.0,224.0,795.0,0.0,0.0,0.0,278.0,0.0,0.0,1.0
286,866.0,180.0,0.0,376.0,1078.0,0.0,0.0,0.0,0.0,1.0
287,0.0,0.0,0.0,756.0,258.0,0.0,1486.0,0.0,0.0,1.0
288,51.0,0.0,15.0,1083.0,1180.0,171.0,0.0,0.0,0.0,1.0
289,0.0,280.0,38.0,272.0,0.0,0.0,1910.0,0.0,0.0,1.0
290,0.0,713.0,32.0,849.0,906.0,0.0,0.0,0.0,0.0,1.0
291,1106.0,0.0,966.0,423.0,5.0,0.0,0.0,0.0,0.0,1.0
292,666.0,0.0,903.0,0.0,0.0,0.0,931.0,0.0,0.0,1.0
293,259.0,0.0,0.0,0.0,2241.0,0.0,0.0,0.0,0.0,1.0
294,0.0,1.0,0.0,0.0,2298.0,201.0,0.0,0.0,0.0,1.0
295,26.0,1561.0,442.0,0.0,471.0,0.0,0.0,0.0,0.0,1.0
296,0.0,0.0,813.0,84.0,1511.0,92.0,0.0,0.0,0.0,1.0
297,0.0,0.0,313.0,938.0,1004.0,245.0,0.0,0.0,0.0,1.0
298,785.0,944.0,62.0,0.0,709.0,0.0,0.0,0.0,0.0,1.0
299,1582.0,0.0,751.0,2.0,5.0,0.0,160.0,0.0,0.0,1.0
300,739.0,0.0,130.0,0.0,0.0,1631.0,0.0,0.0,0.0,2.0
301,0.0,225.0,0.0,935.0,1213.0,0.0,127.0,0.0,0.0,2.0
302,0.0,669.0,0.0,1831.0,0.0,0.0,0.0,0.0,0.0,2.0
303,11.0,566.0,152.0,1629.0,142.0,0.0,0.0,0.0,0.0,2.0
304,117.0,0.0,1125.0,145.0,477.0,284.0,0.0,352.0,0.0,2.0
305,0.0,0.0,0.0,335.0,0.0,599.0,1566.0,0.0,0.0,2.0
306,0.0,1193.0,0.0,672.0,407.0,228.0,0.0,0.0,0.0,2.0
307,699.0,0.0,328.0,1463.0,0.0,0.0,0.0,10.0,0.0,2.0
308,0.0,2044.0,189.0,267.0,0.0,0.0,0.0,0.0,0.0,2.0
309,0.0,0.0,223.0,29.0,0.0,0.0,2210.0,0.0,38.0,2.0
310,0.0,674.0,568.0,617.0,641.0,0.0,0.0,0.0,0.0,2.0
311,649.0,0.0,0.0,1638.0,213.0,0.0,0.0,0.0,0.0,2.0
312,321.0,121.0,1602.0,456.0,0.0,0.0,0.0,0.0,0.0,2.0
313,14.0,144.0,47.0,2295.0,0.0,0.0,0.0,0.0,0.0,2.0
314,921.0,0.0,482.0,671.0,0.0,178.0,248.0,0.0,0.0,2.0
315,0.0,2412.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,2.0
316,0.0,0.0,59.0,22.0,0.0,0.0,2419.0,0.0,0.0,2.0
317,0.0,251.0,160.0,2089.0,0.0,0.0,0.0,0.0,0.0,2.0
318,95.0,0.0,184.0,587.0,1634.0,0.0,0.0,0.0,0.0,2.0
319,0.0,57.0,0.0,446.0,1997.0,0.0,0.0,0.0,0.0,2.0
320,938.0,1535.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0
321,162.0,56.0,1184.0,929.0,168.0,0.0,1.0,0.0,0.0,2.0
322,55.0,0.0,98.0,2347.0,0.0,0.0,0.0,0.0,0.0,2.0
323,0.0,0.0,446.0,2054.0,0.0,0.0,0.0,0.0,0.0,2.0
